 CHR_A         BP_A        SNP_A      MAF_A  CHR_B         BP_B        SNP_B      MAF_B           R2 
     6     14744856   6:14744856  0.0819672      6     14412738   6:14412738   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14413197   6:14413197   0.442623  0.000657485 
     6     14744856   6:14744856  0.0819672      6     14413313   6:14413313   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14413620   6:14413620   0.442623  0.000657485 
     6     14744856   6:14744856  0.0819672      6     14414078   6:14414078   0.196721    0.0233479 
     6     14744856   6:14744856  0.0819672      6     14414230   6:14414230    0.42623  0.000251177 
     6     14744856   6:14744856  0.0819672      6     14414417   6:14414417   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14414471   6:14414471   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14414505   6:14414505   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14414799   6:14414799   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14414801   6:14414801   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14414917   6:14414917   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14415189   6:14415189   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14415205   6:14415205   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14415791   6:14415791   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14416097   6:14416097   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14416110   6:14416110   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14416141   6:14416141   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14416277   6:14416277   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14416322   6:14416322    0.42623  0.000251177 
     6     14744856   6:14744856  0.0819672      6     14416495   6:14416495   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14416718   6:14416718   0.180328  0.000233766 
     6     14744856   6:14744856  0.0819672      6     14416904   6:14416904   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14417102   6:14417102   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14417289   6:14417289   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14417450   6:14417450   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14417478   6:14417478   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14417671   6:14417671   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14417737   6:14417737   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14418198   6:14418198   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14418433   6:14418433   0.409836     0.016254 
     6     14744856   6:14744856  0.0819672      6     14419030   6:14419030   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14420697   6:14420697  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14420996   6:14420996   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14421096   6:14421096   0.196721    0.0918914 
     6     14744856   6:14744856  0.0819672      6     14421253   6:14421253   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14421344   6:14421344   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14421985   6:14421985   0.377049    0.0680002 
     6     14744856   6:14744856  0.0819672      6     14422458   6:14422458   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14422459   6:14422459   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14423191   6:14423191  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14424163   6:14424163   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14425207   6:14425207   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14425676   6:14425676   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14425788   6:14425788   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14425902   6:14425902   0.245902    0.0603727 
     6     14744856   6:14744856  0.0819672      6     14426801   6:14426801   0.147541    0.0019536 
     6     14744856   6:14744856  0.0819672      6     14426829   6:14426829   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14426975   6:14426975   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14427077   6:14427077   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14427168   6:14427168   0.360656   0.00999417 
     6     14744856   6:14744856  0.0819672      6     14427855   6:14427855   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14427885   6:14427885   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14427959   6:14427959   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14428714   6:14428714   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14429078   6:14429078   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14429231   6:14429231   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14429351   6:14429351   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14429568   6:14429568   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14429677   6:14429677   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14429917   6:14429917   0.245902   0.00101449 
     6     14744856   6:14744856  0.0819672      6     14430921   6:14430921   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14431532   6:14431532   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14431554   6:14431554   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14431857   6:14431857   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14432102   6:14432102   0.229508  0.000439644 
     6     14744856   6:14744856  0.0819672      6     14432112   6:14432112   0.229508  0.000439644 
     6     14744856   6:14744856  0.0819672      6     14432640   6:14432640   0.229508  0.000439644 
     6     14744856   6:14744856  0.0819672      6     14432656   6:14432656   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14432685   6:14432685   0.229508  0.000439644 
     6     14744856   6:14744856  0.0819672      6     14433000   6:14433000  0.0983607     0.495628 
     6     14744856   6:14744856  0.0819672      6     14433069   6:14433069  0.0983607     0.495628 
     6     14744856   6:14744856  0.0819672      6     14433096   6:14433096   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14433232   6:14433232   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14433380   6:14433380   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14433569   6:14433569  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14433650   6:14433650  0.0655738     0.416181 
     6     14744856   6:14744856  0.0819672      6     14433878   6:14433878   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14433902   6:14433902  0.0655738     0.416181 
     6     14744856   6:14744856  0.0819672      6     14434176   6:14434176   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14434177   6:14434177   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14434192   6:14434192  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14434293   6:14434293   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14434332   6:14434332  0.0983607     0.495628 
     6     14744856   6:14744856  0.0819672      6     14434632   6:14434632  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14434770   6:14434770   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14434850   6:14434850   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14434879   6:14434879  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14434914   6:14434914   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14434955   6:14434955   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14435128   6:14435128  0.0983607     0.495628 
     6     14744856   6:14744856  0.0819672      6     14435139   6:14435139   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14435242   6:14435242   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14435310   6:14435310   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14435764   6:14435764  0.0819672     0.318418 
     6     14744856   6:14744856  0.0819672      6     14435891   6:14435891   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14435897   6:14435897   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14435970   6:14435970  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14436472   6:14436472   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14436682   6:14436682   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14437898   6:14437898  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14437959   6:14437959   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14438075   6:14438075   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14438463   6:14438463   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14438825   6:14438825   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14439020   6:14439020   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14439141   6:14439141   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14439158   6:14439158  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14439371   6:14439371  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14439386   6:14439386  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14439703   6:14439703  0.0655738     0.416181 
     6     14744856   6:14744856  0.0819672      6     14439948   6:14439948   0.278689     0.120708 
     6     14744856   6:14744856  0.0819672      6     14440095   6:14440095   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14440195   6:14440195  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14440569   6:14440569   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14440614   6:14440614   0.278689     0.120708 
     6     14744856   6:14744856  0.0819672      6     14440834   6:14440834  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14440958   6:14440958   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14441373   6:14441373   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14441919   6:14441919   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14442021   6:14442021   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14442058   6:14442058   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14442725   6:14442725   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14442763   6:14442763  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14442936   6:14442936  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14443018   6:14443018   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14443037   6:14443037   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14443201   6:14443201   0.295082     0.109432 
     6     14744856   6:14744856  0.0819672      6     14443234   6:14443234  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14443485   6:14443485  0.0819672     0.611747 
     6     14744856   6:14744856  0.0819672      6     14443536   6:14443536   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14444395   6:14444395   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14444483   6:14444483   0.262295     0.052624 
     6     14744856   6:14744856  0.0819672      6     14444715   6:14444715   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14444793   6:14444793  0.0655738    0.0263315 
     6     14744856   6:14744856  0.0819672      6     14444878   6:14444878  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14444976   6:14444976  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14445269   6:14445269  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14445303   6:14445303   0.393443    0.0159628 
     6     14744856   6:14744856  0.0819672      6     14445355   6:14445355  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14445531   6:14445531   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14447004   6:14447004   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14447454   6:14447454  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14447517   6:14447517  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14448098   6:14448098  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14448106   6:14448106   0.131148     0.172246 
     6     14744856   6:14744856  0.0819672      6     14448480   6:14448480   0.393443    0.0618404 
     6     14744856   6:14744856  0.0819672      6     14448640   6:14448640   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14448693   6:14448693   0.377049    0.0680002 
     6     14744856   6:14744856  0.0819672      6     14449082   6:14449082   0.393443    0.0618404 
     6     14744856   6:14744856  0.0819672      6     14449143   6:14449143   0.377049    0.0680002 
     6     14744856   6:14744856  0.0819672      6     14449615   6:14449615  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14450940   6:14450940   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14450970   6:14450970   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14451350   6:14451350   0.131148     0.172246 
     6     14744856   6:14744856  0.0819672      6     14451532   6:14451532   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14451533   6:14451533   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14451566   6:14451566   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14451579   6:14451579   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14452073   6:14452073   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14452444   6:14452444   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14452611   6:14452611   0.262295     0.052624 
     6     14744856   6:14744856  0.0819672      6     14452719   6:14452719   0.295082    0.0399086 
     6     14744856   6:14744856  0.0819672      6     14452828   6:14452828   0.131148     0.172246 
     6     14744856   6:14744856  0.0819672      6     14452895   6:14452895   0.131148     0.172246 
     6     14744856   6:14744856  0.0819672      6     14452957   6:14452957   0.295082    0.0399086 
     6     14744856   6:14744856  0.0819672      6     14453145   6:14453145   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14454229   6:14454229   0.491803   0.00301075 
     6     14744856   6:14744856  0.0819672      6     14454439   6:14454439   0.131148     0.172246 
     6     14744856   6:14744856  0.0819672      6     14454830   6:14454830  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14455090   6:14455090   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14455093   6:14455093   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14455094   6:14455094   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14455310   6:14455310    0.47541   0.00203587 
     6     14744856   6:14744856  0.0819672      6     14455461   6:14455461   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14455777   6:14455777   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14455799   6:14455799   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14455807   6:14455807   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14456056   6:14456056   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14456449   6:14456449   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14456450   6:14456450   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14456484   6:14456484    0.47541   0.00203587 
     6     14744856   6:14744856  0.0819672      6     14456627   6:14456627   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14456824   6:14456824   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14456828   6:14456828   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14456843   6:14456843    0.47541   0.00203587 
     6     14744856   6:14744856  0.0819672      6     14456864   6:14456864   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14456933   6:14456933  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14457301   6:14457301   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14457320   6:14457320   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14457384   6:14457384   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14457474   6:14457474   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14457601   6:14457601   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14457736   6:14457736   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14457830   6:14457830   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14457881   6:14457881   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14458099   6:14458099   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14458600   6:14458600   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14458813   6:14458813   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14458878   6:14458878   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14458916   6:14458916    0.47541   0.00203587 
     6     14744856   6:14744856  0.0819672      6     14459064   6:14459064   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14459088   6:14459088   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14459099   6:14459099   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14459122   6:14459122   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14459233   6:14459233   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14459255   6:14459255   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14459362   6:14459362   0.295082    0.0399086 
     6     14744856   6:14744856  0.0819672      6     14460483   6:14460483    0.47541   0.00555727 
     6     14744856   6:14744856  0.0819672      6     14461171   6:14461171  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14461456   6:14461456   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14461462   6:14461462   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14461549   6:14461549  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14461755   6:14461755   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14461793   6:14461793   0.163934     0.123873 
     6     14744856   6:14744856  0.0819672      6     14461845   6:14461845   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14461877   6:14461877   0.311475    0.0403912 
     6     14744856   6:14744856  0.0819672      6     14461980   6:14461980   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14461984   6:14461984   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14462190   6:14462190   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14462486   6:14462486   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14462708   6:14462708   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14462911   6:14462911   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14462925   6:14462925   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14462956   6:14462956   0.147541      0.14533 
     6     14744856   6:14744856  0.0819672      6     14463032   6:14463032  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14463482   6:14463482   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14463693   6:14463693   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14464126   6:14464126   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14464134   6:14464134   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14464339   6:14464339   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14464711   6:14464711   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14464742   6:14464742   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14464783   6:14464783   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14465196   6:14465196   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14465343   6:14465343   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14465575   6:14465575   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14465641   6:14465641   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14465770   6:14465770   0.262295     0.052624 
     6     14744856   6:14744856  0.0819672      6     14465908   6:14465908   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14465909   6:14465909   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14466067   6:14466067   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14466124   6:14466124   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14466535   6:14466535   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14466567   6:14466567   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14466738   6:14466738   0.311475    0.0346581 
     6     14744856   6:14744856  0.0819672      6     14466745   6:14466745   0.262295     0.052624 
     6     14744856   6:14744856  0.0819672      6     14466750   6:14466750   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14467444   6:14467444   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14467448   6:14467448   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14467514   6:14467514   0.360656    0.0747419 
     6     14744856   6:14744856  0.0819672      6     14467775   6:14467775   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14467920   6:14467920   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14468191   6:14468191   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14468284   6:14468284   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14468517   6:14468517   0.360656    0.0747419 
     6     14744856   6:14744856  0.0819672      6     14469079   6:14469079   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14469123   6:14469123   0.114754     0.206954 
     6     14744856   6:14744856  0.0819672      6     14469345   6:14469345   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14469841   6:14469841   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14470180   6:14470180  0.0655738     0.416181 
     6     14744856   6:14744856  0.0819672      6     14470245   6:14470245   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14470444   6:14470444   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14471066   6:14471066   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14471275   6:14471275   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14471410   6:14471410   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14471609   6:14471609   0.344262    0.0258673 
     6     14744856   6:14744856  0.0819672      6     14472228   6:14472228   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14472449   6:14472449   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14472609   6:14472609   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14472705   6:14472705   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14472872   6:14472872  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14472892   6:14472892   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14472908   6:14472908  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14473158   6:14473158  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14473214   6:14473214  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14473308   6:14473308   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14473333   6:14473333   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14474297   6:14474297   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14474298   6:14474298   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14474367   6:14474367   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14474424   6:14474424   0.459016    0.0418058 
     6     14744856   6:14744856  0.0819672      6     14474647   6:14474647   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14474674   6:14474674  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14475205   6:14475205   0.459016    0.0418058 
     6     14744856   6:14744856  0.0819672      6     14475443   6:14475443   0.459016    0.0241226 
     6     14744856   6:14744856  0.0819672      6     14475829   6:14475829    0.47541    0.0271552 
     6     14744856   6:14744856  0.0819672      6     14476449   6:14476449   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14476491   6:14476491  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14476520   6:14476520   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14476818   6:14476818   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14476819   6:14476819   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14477147   6:14477147   0.459016    0.0241226 
     6     14744856   6:14744856  0.0819672      6     14477317   6:14477317  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14477449   6:14477449   0.459016    0.0418058 
     6     14744856   6:14744856  0.0819672      6     14477597   6:14477597   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14478031   6:14478031   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14478199   6:14478199   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14478509   6:14478509  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14479709   6:14479709    0.47541    0.0271552 
     6     14744856   6:14744856  0.0819672      6     14480857   6:14480857   0.180328    0.0196429 
     6     14744856   6:14744856  0.0819672      6     14481134   6:14481134   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14481136   6:14481136   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14481514   6:14481514   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14481536   6:14481536   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14482089   6:14482089   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14482396   6:14482396  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14482599   6:14482599   0.459016    0.0757576 
     6     14744856   6:14744856  0.0819672      6     14482699   6:14482699   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14483247   6:14483247   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14483365   6:14483365   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14483399   6:14483399    0.47541    0.0985222 
     6     14744856   6:14744856  0.0819672      6     14483806   6:14483806   0.245902    0.0291149 
     6     14744856   6:14744856  0.0819672      6     14483972   6:14483972   0.459016    0.0418058 
     6     14744856   6:14744856  0.0819672      6     14484237   6:14484237   0.180328     0.405844 
     6     14744856   6:14744856  0.0819672      6     14484457   6:14484457  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14484672   6:14484672  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14484825   6:14484825   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14484873   6:14484873   0.360656     0.158279 
     6     14744856   6:14744856  0.0819672      6     14484932   6:14484932   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14485310   6:14485310   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14485801   6:14485801  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14485929   6:14485929   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14486530   6:14486530  0.0819672    0.0165306 
